"ng-binding","ng-binding 2","ng-binding href","ng-binding src","ng-scope src","ng-scope","ng-binding 3","ng-binding 4","ng-binding 5","ng-binding 6","ng-scope src 2","ng-binding 7","ng-binding 8","ng-binding 9","ng-binding 10","ng-scope src 3","ng-binding 11","ng-scope src 4","ng-scope src 5","ng-scope src 6","ng-scope src 7"
"1146","加百列豬","https://pigfarmmix.net/#/pig/1146","https://pigfarmmix.net/png_h/e89ceb6829f9ef7b1fe2a95ac636a61f53e1b5f0c6e408737ac7a3d53d89daba20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","0","0 小時","58 分鐘","12 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","10000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"1147","火星豬","https://pigfarmmix.net/#/pig/1147","https://pigfarmmix.net/png_h/99bf28fb0c76fbfd089a0b7d4bd768ee7ef61dec72e07ca9fa24857d2cb41d8b20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","1","60 分鐘","1 小時","10 小時","https://pigfarmmix.net/png_h/46827eaf3344f3d5d59295ae2c237b7ef05252fa01f7f38bb1e57ac062d9c15520251013.png","粉紅 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3000 pt","https://pigfarmmix.net/png_h/a8c431ef04e348d579dbea87991cab0dadc22df86edf1920a8c8e76335bd820c20251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1148","皇帝豬","https://pigfarmmix.net/#/pig/1148","https://pigfarmmix.net/png_h/52b8c4e3045520f7d065f33c246f04ab2d34a4506665fca9ef3e122067f65eb320251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","4","60 分鐘","1 小時","20 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","5500 pt","https://pigfarmmix.net/png_h/a8c431ef04e348d579dbea87991cab0dadc22df86edf1920a8c8e76335bd820c20251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"1149","愚者豬","https://pigfarmmix.net/#/pig/1149","https://pigfarmmix.net/png_h/217a85ea512ccf878995eaef1764f2f186c1555baa63eac09d97454643606dff20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","7","0 小時","58 分鐘","24 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","4000 pt","https://pigfarmmix.net/png_h/d48df30397ce33593ddd99a7039b689c0ca8147be77810da82091e7db2ac5ba720251013.png","11.32%","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"1150","死神豬","https://pigfarmmix.net/#/pig/1150","https://pigfarmmix.net/png_h/dfc477282c7a065cfca4d4e80e5fc467f23ce3dc089b087898c233d93b5b91b520251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","4","0 小時","58 分鐘","16 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","4000 pt","","21.35%","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"1151","木星豬","https://pigfarmmix.net/#/pig/1151","https://pigfarmmix.net/png_h/dd94b5daf92c93811628f1b82f5e322288fe21ffdb8d685b6e6fecdbecf9167920251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","1","60 分鐘","1 小時","12 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3000 pt","https://pigfarmmix.net/png_h/ae37f6e04cdc1a9c13b5d505e598173fcce41b6af8074c98d775c0f1c6b04d6c20251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1152","豬教主","https://pigfarmmix.net/#/pig/1152","https://pigfarmmix.net/png_h/38ad41974145a3c8fc87656c25ad0e14e2144694b5a2e365345dcddb1becdc7020251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","5","0 小時","58 分鐘","18 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","4000 pt","https://pigfarmmix.net/png_h/1a4d96e5f723848dfbd2bbb08fd82f6579c3850dcc352a2b9ee260764acd522320251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"1153","豬凰","https://pigfarmmix.net/#/pig/1153","https://pigfarmmix.net/png_h/5e322625106b95cafebc61549a7ec04a08d085606f305f82ec4ddb0f92fef34820251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","0","0 小時","58 分鐘","6 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","9000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"1154","土星豬","https://pigfarmmix.net/#/pig/1154","https://pigfarmmix.net/png_h/f14c96e310cfc7cdc77ee376ac421630e907f9ea8643dd5b734ed2485e38e27320251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","2","0 小時","58 分鐘","13 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3500 pt","https://pigfarmmix.net/png_h/0aeaee22846aee8ef0429da1face05360c1fdfd8de57e07bebb2741e67f15e6220251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1155","戀戀豬","https://pigfarmmix.net/#/pig/1155","https://pigfarmmix.net/png_h/679f1920cc8244644bc3e363252ea44e0151326cabddb5bb4996ba405cf0da2e20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","4","0 小時","58 分鐘","12 小時","https://pigfarmmix.net/png_h/46827eaf3344f3d5d59295ae2c237b7ef05252fa01f7f38bb1e57ac062d9c15520251013.png","粉紅 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","4000 pt","https://pigfarmmix.net/png_h/a7c17665173739b203d7fab5046bd82964e973f62b1c34834f032ecb6c99fff520251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"1156","涼豬豆腐","https://pigfarmmix.net/#/pig/1156","https://pigfarmmix.net/png_h/1235892800e30064f8f7692937bf7e958c0b93a122d51ae59421c207ea34077d20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","3","0 小時","58 分鐘","12 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3000 pt","","14.90%","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1157","味噌豬","https://pigfarmmix.net/#/pig/1157","https://pigfarmmix.net/png_h/c3ce77c6a78be85dcac09be5119bacc82694ea6714a47b4c6b4c30413fed99eb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","1","0 小時","58 分鐘","18 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3000 pt","","21.35%","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1158","赫絲緹豬","https://pigfarmmix.net/#/pig/1158","https://pigfarmmix.net/png_h/bfe0f6043e8238bf8758e44f510bb89a55ef43250b308eab6600d893b628bd6a20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","0","0 小時","58 分鐘","12 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","9500 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"1159","天王星豬","https://pigfarmmix.net/#/pig/1159","https://pigfarmmix.net/png_h/4d2eb3159c11c17d06e14373109775c940ee8aca921818b4b3b4795b98629f3f20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","1","0 小時","58 分鐘","16 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3500 pt","https://pigfarmmix.net/png_h/ae37f6e04cdc1a9c13b5d505e598173fcce41b6af8074c98d775c0f1c6b04d6c20251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1160","戰車豬","https://pigfarmmix.net/#/pig/1160","https://pigfarmmix.net/png_h/be3fc867813184b820756c74309c93051041330035fe1c7a29e14046d22ba20b20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","3","0 小時","58 分鐘","20 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","4500 pt","https://pigfarmmix.net/png_h/a8c431ef04e348d579dbea87991cab0dadc22df86edf1920a8c8e76335bd820c20251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"1161","哥布林豬","https://pigfarmmix.net/#/pig/1161","https://pigfarmmix.net/png_h/a0b79923e8d53e88a3ad852067f96c0d6bf34cd582a9a1021f4a0e6e39782af420251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","1","0 小時","58 分鐘","6 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3000 pt","","21.35%","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1162","史萊姆豬","https://pigfarmmix.net/#/pig/1162","https://pigfarmmix.net/png_h/4647d9e227212282615aa79ce8862521b7e87b5792691bf2fbff320656cd106020251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","2","0 小時","58 分鐘","9 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3000 pt","","14.90%","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1163","海王星豬","https://pigfarmmix.net/#/pig/1163","https://pigfarmmix.net/png_h/f903af424c4a6d5dc119b636ca44b41c2a3bccea980d787a3904983256c0178320251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","2","0 小時","58 分鐘","12 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","4500 pt","https://pigfarmmix.net/png_h/d48df30397ce33593ddd99a7039b689c0ca8147be77810da82091e7db2ac5ba720251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"1164","力量豬","https://pigfarmmix.net/#/pig/1164","https://pigfarmmix.net/png_h/56f1c8a4fbabf516099ff8751bee109c77764dc73f0c40c8108ae94d84cb2d8220251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","3","0 小時","58 分鐘","16 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","4000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"1165","阿努比斯豬","https://pigfarmmix.net/#/pig/1165","https://pigfarmmix.net/png_h/54917bb296762b1d6dcd622dd448d75868ac7b7622e2ef4241a2c3b564de39c920251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","0","0 小時","58 分鐘","9 小時","https://pigfarmmix.net/png_h/46827eaf3344f3d5d59295ae2c237b7ef05252fa01f7f38bb1e57ac062d9c15520251013.png","粉紅 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","9500 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"1166","冥王星豬","https://pigfarmmix.net/#/pig/1166","https://pigfarmmix.net/png_h/1586f3336f6e7c2ed9184a3dab5004acc37c30f0c27da2772b8caad815d387ad20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","3","0 小時","58 分鐘","12 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","4000 pt","","11.32%","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"1167","隱者豬","https://pigfarmmix.net/#/pig/1167","https://pigfarmmix.net/png_h/e83d09dddde79340c7908a2ee1fdba64973ef2050e07e82274425ef10b5e181020251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","2","0 小時","58 分鐘","8 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3500 pt","https://pigfarmmix.net/png_h/ae37f6e04cdc1a9c13b5d505e598173fcce41b6af8074c98d775c0f1c6b04d6c20251013.png","14.90%","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1168","命運之輪豬","https://pigfarmmix.net/#/pig/1168","https://pigfarmmix.net/png_h/08afa95e5e4250ff05722d818f6060d4dee0e6c35976dba4a27898cd64b69b9520251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","3","0 小時","58 分鐘","8 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","4500 pt","https://pigfarmmix.net/png_h/d48df30397ce33593ddd99a7039b689c0ca8147be77810da82091e7db2ac5ba720251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"1169","賽德娜豬","https://pigfarmmix.net/#/pig/1169","https://pigfarmmix.net/png_h/3c9fb28286c4d49e2e7189af07f54fea48620463183fc5c56fe17d848d41632b20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","2","0 小時","58 分鐘","12 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3500 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1170","劍齒虎豬","https://pigfarmmix.net/#/pig/1170","https://pigfarmmix.net/png_h/7b970117abedabac734a34ca14cc33f63b0cf1dd9591738582a0cd08e45a295920251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","3","0 小時","58 分鐘","16 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","3500 pt","","11.32%","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"1171","長毛象豬","https://pigfarmmix.net/#/pig/1171","https://pigfarmmix.net/png_h/6ed5cc321452002412f87d96eb6407b9402d96f7102aed6c66feaf81089e473e20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","4","0 小時","58 分鐘","24 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 120.0 kg","≥ 120.0 kg","5000 pt","https://pigfarmmix.net/png_h/d48df30397ce33593ddd99a7039b689c0ca8147be77810da82091e7db2ac5ba720251013.png","11.32%","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
